Brand Name,Policy Name,Cashless Hospitals,Coverage Amount,Monthly Premium,Annual Premium,Claim Settlement Ratio
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,₹25 Lac,"₹1,730/month","₹20,757 / Year",99.80 % claim settlement ratio
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,₹25 Lac,"₹1,730/month","₹20,757 / Year",99.80 % claim settlement ratio
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,₹25 Lac,"₹1,761/month","₹21,128 / Year",99.80 % claim settlement ratio
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,₹25 Lac,"₹1,761/month","₹21,128 / Year",99.80 % claim settlement ratio
Reliance,Health Gain Prime,15,₹25 Lac,"₹1,163/month","₹13,952 / Year",99.90 % claim settlement ratio
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,₹75 Lac,"₹2,106/month","₹25,277 / Year",93.4 % claim settlement ratio
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,₹75 Lac,"₹1,212/month","₹14,545 / Year",93.4 % claim settlement ratio
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,₹75 Lac,"₹1,229/month","₹14,747 / Year",93.4 % claim settlement ratio
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,₹75 Lac,"₹1,206/month","₹14,477 / Year",93.4 % claim settlement ratio
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,₹75 Lac,"₹2,090/month","₹25,075 / Year",93.4 % claim settlement ratio
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,₹75 Lac,"₹2,084/month","₹25,008 / Year",93.4 % claim settlement ratio
Cholamandalam MS,Flexi Health Supreme Plus,16,₹25 Lac,"₹1,570/month","₹18,834 / Year",94 % claim settlement ratio
Kotak Mahindra,Kotak Health Premier – Total,16,₹25 Lac,"₹1,100/month","₹13,202 / Year",97 % claim settlement ratio
Kotak Mahindra,Kotak Health Premier – Elite,16,₹25 Lac,"₹1,351/month","₹16,213 / Year",97 % claim settlement ratio
Royal Sundaram,Lifeline Supreme,15,₹25 Lac,"₹1,221/month","₹14,646 / Year",92 % claim settlement ratio
Royal Sundaram,Lifeline Elite,15,₹25 Lac,"₹3,301/month","₹39,617 / Year",92 % claim settlement ratio
Universal Sompo,A Plus Silver,20,₹25 Lac,"₹1,389/month","₹16,662 / Year",96 % claim settlement ratio
Universal Sompo,A Plus Gold,20,₹25 Lac,"₹1,600/month","₹19,199 / Year",96 % claim settlement ratio
Universal Sompo,A Plus Diamond,20,₹25 Lac,"₹1,632/month","₹19,588 / Year",96 % claim settlement ratio
Universal Sompo,Complete HealthCare Insurance - Premier,20,₹25 Lac,"₹1,727/month","₹20,721 / Year",96 % claim settlement ratio
Universal Sompo,Complete HealthCare Insurance - Executive,20,₹40 Lac,"₹1,627/month","₹19,529 / Year",96 % claim settlement ratio
Universal Sompo,A Plus Silver + Non medical items,20,₹25 Lac,"₹1,596/month","₹19,151 / Year",96 % claim settlement ratio
Universal Sompo,A Plus Gold + Non medical items,20,₹25 Lac,"₹1,494/month","₹17,924 / Year",96 % claim settlement ratio
Universal Sompo,A Plus Diamond + Non medical items,20,₹25 Lac,"₹1,686/month","₹20,237 / Year",96 % claim settlement ratio
Universal Sompo,A Plus Silver + PED waiting period waiver,20,₹25 Lac,"₹1,664/month","₹19,966 / Year",96 % claim settlement ratio
Universal Sompo,A Plus Gold + PED waiting period waiver,20,₹25 Lac,"₹1,875/month","₹22,503 / Year",96 % claim settlement ratio
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,₹25 Lac,"₹1,908/month","₹22,892 / Year",96 % claim settlement ratio
Digit Insurance,Double Wallet Plan,10,₹25 Lac,"₹1,222/month","₹14,660 / Year",96 % claim settlement ratio
Digit Insurance,Infinity Wallet Plan,10,₹25 Lac,"₹1,464/month","₹17,568 / Year",96 % claim settlement ratio
Digit Insurance,Worldwide Treatment plan,10,₹25 Lac,"₹1,803/month","₹21,639 / Year",96 % claim settlement ratio
Magma HDI,Secure with Bonus Booster and Zonewise Copay Waiver,16,₹25 Lac,"₹1,222/month","₹14,664 / Year",90 % claim settlement ratio
